;tweet;sentiment;content_clean
1150;@Fede_perondi @Rodolfo7108 @settenisok lamentablemente hay un tema de marketing que prima sobre la actualidad de un tenista, Nadal y hasta Federer venden más, y la org prefiere poner a un nadal o federer así estén 100 o 200 en la central en lugar a de un número 1 o 2 como medvedev. triste pero cierto;NEG;@usuario @usuario @usuario lamentablemente hay un tema de marketing que prima sobre la actualidad de un tenista,  nadal y hasta  federer venden más, y la org prefiere poner a un nadal o federer así estén 100 o 200 en la central en lugar a de un número 1 o 2 como medvedev. triste pero cierto
769;A 25 años de su asesinato recuerdan a José Luis Cabezas con actos en CABA, Pinamar y Madariaga https://t.co/ENylwrMoLO a través de @@AgenciaDib;POS;a 25 años de su asesinato recuerdan a  josé  luis  cabezas con actos en  caba,  pinamar y  madariaga url a través de @usuario@usuario
32;Hola cómo estan? Soy una estudiante de diseño de imagen y sonido de la uba. Estoy realizando books de fotos, edición de videos, manejos de redes sociales, eventos y mucho más. Me ayudaría mucho si comparten este tweet 🙏 gracias❤️ https://t.co/EnlOvlxUoF;POS;hola cómo estan?  soy una estudiante de diseño de imagen y sonido de la uba.  estoy realizando books de fotos, edición de videos, manejos de redes sociales, eventos y mucho más.  me ayudaría mucho si comparten este tweet  emoji manos en oración emoji  gracias url
919;@claudipertz77 En CABA, 22hs. ni una gota. Apenas levanto una brisa caliente;NEG;@usuario  en  caba, 22hs. ni una gota.  apenas levanto una brisa caliente
1224;@todonoticias años atrás, Federer perdió en Shanghai e insultó al juez, pero todos miran para otro lado;NEG;@usuario años atrás,  federer perdió en  shanghai e insultó al juez, pero todos miran para otro lado
966;@Politica_LR La tía Rosa Minera Petroleo ya no puede con su genio. Señora, si quiere que en una democracia representativa no gane el que no le gusta entonces vaya a fundar su propio pais.;NEG;@usuario  la tía  rosa  minera  petroleo ya no puede con su genio.  señora, si quiere que en una democracia representativa no gane el que no le gusta entonces vaya a fundar su propio pais.
123;@jramospadilla No hace falta mucha altura...se arrastran por  ;NEG;@usuario  no hace falta mucha altura...se arrastran por
565;"¡Martes lleno de fútbol! ⚽
La pelotita no deja de rodar y pese al parón por fecha FIFA, hay torneos que se siguen jugando. Revisa la programación y los datos para verlos en vivo. 

https://t.co/6Bpc8I3pm6";POS;"¡ martes lleno de fútbol!  emoji balón de fútbol emoji 
 la pelotita no deja de rodar y pese al parón por fecha  fifa, hay torneos que se siguen jugando.  revisa la programación y los datos para verlos en vivo. url"
831;@Romyk81 En CABA?;POS;@usuario  en  caba?
139;"Calor? 
Viento del sur, siempre un alivio. 
#  https://t.co/YiYrzB8IpC";POS;calor?  viento del sur, siempre un alivio. # url
105;"4 horas de trabajo = a una birra
Algo anda mal";POS;"4 horas de trabajo = a una birra
 algo anda mal"
390;@adrianpalla sos o te haces? Si no ves Master Cheff no opines , están reemplazando a los que están con covid , deja de tirar mierda contra todo telefe , vos te vas a un canal que no puede sacar la cabeza afuera .;NEG;@usuario sos o te haces?  si no ves  master  cheff no opines , están reemplazando a los que están con covid , deja de tirar mierda contra todo telefe , vos te vas a un canal que no puede sacar la cabeza afuera .
988;Las últimas novedades del mercado de River https://t.co/fa0H8ukGw8 https://t.co/cTxjm8hdM4;POS;las últimas novedades del mercado de  river url url
150;@Marcelo_Allan_ @DarioCauter El día que los punteros políticos subvencionados por el estado desaparezcan junto con los sindicalistas, ese día van a empezar a desaparecer los planes descansar y vamos a encaminarnos a ser un país serio. Hoy verduleria con   en la caja.;NEG;@usuario @usuario  el día que los punteros políticos subvencionados por el estado desaparezcan junto con los sindicalistas, ese día van a empezar a desaparecer los planes descansar y vamos a encaminarnos a ser un país serio.  hoy verduleria con en la caja.
1508;Un afectuoso saludo desde la patagonia chilena a todos en corrientes, Jesús María que gracias al bendito internet estoy viendo en vivo ambos festivales. Saludos #FestivalPaís;POS;un afectuoso saludo desde la patagonia chilena a todos en corrientes,  jesús  maría que gracias al bendito internet estoy viendo en vivo ambos festivales.  saludos festival país
978;"@4semanasOk malvinas argentinas 🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷
gibraltar español 🇪🇸🇪🇸🇪🇸🇪🇸🇪🇸🇪🇸";POS;@usuario malvinas argentinas  emoji bandera argentina emoji  emoji bandera argentina emoji  emoji bandera argentina emoji  emoji bandera argentina emoji  emoji bandera argentina emoji  gibraltar español  emoji bandera españa emoji  emoji bandera españa emoji  emoji bandera españa emoji  emoji bandera españa emoji  emoji bandera españa emoji  emoji bandera españa emoji
349;no   confíes en  gente que en el 2015 votó masivamente a  , , , Larrata morales.. https://t.co/9lN69C5Wl3;NEG;no confíes en gente que en el 2015 votó masivamente a , , ,  larrata morales.. url
1060;@cesardogo @DaroNieto El amigo del nieto de     .;POS;@usuario @usuario  el amigo del nieto de .
33;"¡¡  NO DEJO DEUDAS CON EL FMI!!
NADA, CERO DEUDA CON EL FMI.";POS;"¡¡  no  dejo  deudas  con  el  fmi!!
 nada,  cero  deuda  con  el  fmi."
1593;@abrucostaa Yo creo q  manda a maslaton a dividir el liberalismo;NEG;@usuario  yo creo q manda a maslaton a dividir el liberalismo
2046;@UnNouMon el puto amo;POS;@usuario el puto amo
778;Registro de Domicilios de Explotación CABA. Ratificación Anual. Resolución 24/AGIP/ 2022 https://t.co/c8lCw4M1Dj https://t.co/3jwzgMiXXf;POS;registro de  domicilios de  explotación  caba.  ratificación  anual.  resolución 24/ agip/ 2022 url url
225;En la página de oca me figura que supuestamente ya fue entregada la tarjeta de previaje y ya paniqueo de que voy a tener que hacer alta movida y voy a terminar viajando sin esa mierda lpm;NEG;en la página de oca me figura que supuestamente ya fue entregada la tarjeta de previaje y ya paniqueo de que voy a tener que hacer alta movida y voy a terminar viajando sin esa mierda lpm
830;"¡Estamos jugando Valorant! 
Sumate a jugar con nosotros y quedate atento que en un rato sorteamos la camiseta de River Plate.
👉🏼 https://t.co/ZRlSeuZaLs

#VamosRiver ❤️ https://t.co/n0h22PET75";POS;¡ estamos jugando  valorant!  sumate a jugar con nosotros y quedate atento que en un rato sorteamos la camiseta de  river  plate.  emoji dorso de mano con índice a la derecha tono de piel claro medio emoji  url vamos river  url
2156;"una vez un sabio dijo: 
""Regalame tu corazón, dejame entrar, a ese lugar, donde nacen las flores, donde nace el amor""";POS;"una vez un sabio dijo: "" regalame tu corazón, dejame entrar, a ese lugar, donde nacen las flores, donde nace el amor"""
349; no hay chance https://t.co/kTDoKe2N1o;NEG;no hay chance url
623;Mi hermano aprendió a decir River Plate 🥺😍;POS;mi hermano aprendió a decir  river  plate  emoji cara de por favor emoji  emoji cara sonriendo con ojos de corazón emoji
36;@SergioChouza @infonews No te quejes de alguien que nació de tu palo. Ahora te quejás porque está con , pero si mal recordás  estaba en el PJ lista 2 y lo traicionó creando no una sino dos listas más, pero ah . Hay traiciones y traiciones. Un poco selectiva tu moral. Pagá la apuesta.;NEG;@usuario @usuario  no te quejes de alguien que nació de tu palo.  ahora te quejás porque está con , pero si mal recordás estaba en el  pj lista 2 y lo traicionó creando no una sino dos listas más, pero ah .  hay traiciones y traiciones.  un poco selectiva tu moral.  pagá la apuesta.
567;@astrofagia Mercedes, Buenos Aires. Imagino que ya está en camino para Caba/La Plata;POS;@usuario  mercedes,  buenos  aires.  imagino que ya está en camino para  caba/ la  plata
1555;@JJE0NCAT AYDFGVH nanan que genia, y te gustó como terminó?;POS;@usuario  aydfgvh nanan que genia, y te gustó como terminó?
1549;"@Defensalegal3 @AgenciaElVigia  es un payaso.

Pero la única colonización acá fue cuando  nos entregó a /, los empleados de la embajada de USA.";NEG;@usuario @usuario es un payaso.  pero la única colonización acá fue cuando nos entregó a /, los empleados de la embajada de  usa.
1366;@CodyJammm Grande el Cody, siempre arriesgando su salud mental para traernos un nuevo vídeo, agradezcan gente, ya que este chico es un capo 😎😎🤩;POS;@usuario  grande el  cody, siempre arriesgando su salud mental para traernos un nuevo vídeo, agradezcan gente, ya que este chico es un capo  emoji cara sonriendo con gafas de sol emoji  emoji cara sonriendo con gafas de sol emoji  emoji cara sonriendo con estrellas emoji
1299;@Der_EinsameWolf ¿Pero no le digo que estaba acá ya el Ineos? También iba a venir Doumolin, ha venido Froome, Jungels, Simon Pellaud se la pasa acá... Mejor dicho, ya estaba, o está, pasando. Habría es que consolidar la vuelta.;POS;@usuario ¿ pero no le digo que estaba acá ya el  ineos?  también iba a venir  doumolin, ha venido  froome,  jungels,  simon  pellaud se la pasa acá...  mejor dicho, ya estaba, o está, pasando.  habría es que consolidar la vuelta.
1429;@RobertoSantil16 @nueveddiciembre @javierlanari Habla de los políticos de turno y decime como los  tienen todo lo que tienen más de 20 piedades y hoteles, millones de dólares, decime que no fue con corrupción y decime que con el sueldo en pesos lograron eso como cualquier trabajador lo haría .;NEG;@usuario @usuario @usuario  habla de los políticos de turno y decime como los tienen todo lo que tienen más de 20 piedades y hoteles, millones de dólares, decime que no fue con corrupción y decime que con el sueldo en pesos lograron eso como cualquier trabajador lo haría .
1099;"@raulcampin Estuve hace unos años con mi hija. Hicimos Salta, Jujuy y Tucumán. 
Las bellezas nuestras que muchos desconocen";POS;@usuario  estuve hace unos años con mi hija.  hicimos  salta,  jujuy y  tucumán.  las bellezas nuestras que muchos desconocen
635;me estoy pasando plata de todas las tarjetas para llegar a los 11mil y... espero q el Malena reza funcione porque si no estoy ese 3 de diciembre en river plate lloro;POS;me estoy pasando plata de todas las tarjetas para llegar a los 11mil y... espero q el  malena reza funcione porque si no estoy ese 3 de diciembre en river plate lloro
1324;"@EddieyPunto @ccooayto @Ayto_Aranjuez @nereagbarrasa @in_par_oficial @aciparanjuez @psoearanjuez @voxaranjuez @pparanjuez @Cs_Aranjuez @AisaGrupo @ComunidadMadrid Ha de ser así, porque de no serlo, no hay opción de subir al bus por el margen junto al paseo de Calle Infantas.
La otra acera se podría ampliar, pero no tiene espacio para poner las marquesinas.
A juzgar temprano dicha obra, es lo poco mejor que se puede hacer en ese enclave.";POS;"@usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario  ha de ser así, porque de no serlo, no hay opción de subir al bus por el margen junto al paseo de  calle  infantas.
 la otra acera se podría ampliar, pero no tiene espacio para poner las marquesinas.
 a juzgar temprano dicha obra, es lo poco mejor que se puede hacer en ese enclave."
1023;@Celi1889 @JulioRazona Las escuelas, de primaria y secundaria, además las universidades lo pedirán y Kicillof va a anunciar para usar elmtransporte público;POS;@usuario @usuario  las escuelas, de primaria y secundaria, además las universidades lo pedirán y  kicillof va a anunciar para usar elmtransporte público
1286;@renesoriano @ChrisMtzT_ @ClouthierManuel O mejor que intente mirarse el rosquete😂🤣🤣🤣 está carbón!!!;NEG;@usuario @usuario @usuario  o mejor que intente mirarse el rosquete emoji cara llorando de risa emoji  emoji cara revolviéndose de la risa emoji  emoji cara revolviéndose de la risa emoji  emoji cara revolviéndose de la risa emoji  está carbón!!!
1885;Le llevo a natación a mí hija solo por amor porque en ese lugar hace un calor inhumano;POS;le llevo a natación a mí hija solo por amor porque en ese lugar hace un calor inhumano
1953;"Tanto tiempo ausente, tantas altas y bajas, grandes anécdotas por redactar... Lágrimas por doquier, en la cama, en el bus, caminando, tumbado en el sofá... Siempre sintiéndome mejor que antes, comprendiendo más la vida, observando todo desde otra perspectiva.
Me siento tan bien.";POS;tanto tiempo ausente, tantas altas y bajas, grandes anécdotas por redactar...  lágrimas por doquier, en la cama, en el bus, caminando, tumbado en el sofá...  siempre sintiéndome mejor que antes, comprendiendo más la vida, observando todo desde otra perspectiva.  me siento tan bien.
582;Que fastidió q tengo , q vuelva el agua y la luz la concha de puta de la mamá de ;NEG;que fastidió q tengo , q vuelva el agua y la luz la concha de puta de la mamá de
1475;"Mi mayor reconocimiento a los Bomberos de Caá Catí, que todos los días están arriesgando su vida, a causa de los incendios causado por el hombre, todo mi apoyo para los 4 héroes que sufrieron quemaduras en el día de hoy. ¡Les deseo una pronta recuperación! 

  @Josebarriosok🇦🇷";POS;mi mayor reconocimiento a los  bomberos de  caá  catí, que todos los días están arriesgando su vida, a causa de los incendios causado por el hombre, todo mi apoyo para los 4 héroes que sufrieron quemaduras en el día de hoy. ¡ les deseo una pronta recuperación! @usuario emoji bandera argentina emoji
648;@rarayencendida Yo estuve en ese River Plate!!!! Fue mi primer recital internacional. Amé!!!!;POS;@usuario  yo estuve en ese  river  plate!!!  fue mi primer recital internacional.  amé!!!
1339;@riellodecba Pero capo, según tu analisis entonces cual sería el problema de la deuda y los vencimientos. Tenés líquido en el BCRA para afrontar. Podes mostrar reservas solidas, hasta quizás te podes animar a que roleen la deuda... es o no es un problema la deuda?;NEG;@usuario  pero capo, según tu analisis entonces cual sería el problema de la deuda y los vencimientos.  tenés líquido en el  bcra para afrontar.  podes mostrar reservas solidas, hasta quizás te podes animar a que roleen la deuda... es o no es un problema la deuda?
640;No hay que comprar, en estas cadenas, hay un monton de mercados que ajustan los precios están cuidados. https://t.co/qB9YggDniT;NEG;no hay que comprar, en estas cadenas, hay un monton de mercados que ajustan los precios están cuidados. url
